# Prompts for fixing all data quality issues
# Copy and paste these prompts into Cursor chat when working on each file
# Format: Record ID | File Path | Issue Count | Prompt

sigcolonizacioncomuy | UY/Federal/geo/sigcolonizacioncomuy.yaml | 4 issues | Fix all data quality issues for sigcolonizacioncomuy. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapasmidesgubuy | UY/Federal/geo/mapasmidesgubuy.yaml | 4 issues | Fix all data quality issues for mapasmidesgubuy. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
shgisnusedusg | SG/geo/shgisnusedusg.yaml | 4 issues | Fix all data quality issues for shgisnusedusg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapsuragovsg | SG/geo/mapsuragovsg.yaml | 4 issues | Fix all data quality issues for mapsuragovsg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
trsuatnparksgovsg | SG/geo/trsuatnparksgovsg.yaml | 4 issues | Fix all data quality issues for trsuatnparksgovsg. Issues: MISSING_DESCRIPTION, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoserverbukidnongovph | PH/PH-BUK/geo/geoserverbukidnongovph.yaml | 4 issues | Fix all data quality issues for geoserverbukidnongovph. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
giswebphivolcsdostgovph | PH/Federal/geo/giswebphivolcsdostgovph.yaml | 4 issues | Fix all data quality issues for giswebphivolcsdostgovph. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
appgeoriskgovph | PH/Federal/geo/appgeoriskgovph.yaml | 4 issues | Fix all data quality issues for appgeoriskgovph. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
pxwebstatsi | SI/indicators/pxwebstatsi.yaml | 4 issues | Fix all data quality issues for pxwebstatsi. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
anda4inegobbo | BO/Federal/microdata/anda4inegobbo.yaml | 4 issues | Fix all data quality issues for anda4inegobbo. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
siipproducciongobbo | BO/Federal/geo/siipproducciongobbo.yaml | 4 issues | Fix all data quality issues for siipproducciongobbo. Issues: MISSING_DESCRIPTION, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geo03siarhgobbo | BO/Federal/geo/geo03siarhgobbo.yaml | 4 issues | Fix all data quality issues for geo03siarhgobbo. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
lxgisjeonjugokr | KR/KR-45/geo/lxgisjeonjugokr.yaml | 4 issues | Fix all data quality issues for lxgisjeonjugokr. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
hpaikwarecokr | KR/Federal/geo/hpaikwarecokr.yaml | 4 issues | Fix all data quality issues for hpaikwarecokr. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
eiaresearchkeirekr | KR/Federal/geo/eiaresearchkeirekr.yaml | 4 issues | Fix all data quality issues for eiaresearchkeirekr. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datapknuackr | KR/Federal/scientific/datapknuackr.yaml | 4 issues | Fix all data quality issues for datapknuackr. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
makstatstatgovmk | MK/indicators/makstatstatgovmk.yaml | 4 issues | Fix all data quality issues for makstatstatgovmk. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisservicesge | GE/geo/gisservicesge.yaml | 4 issues | Fix all data quality issues for gisservicesge. Issues: MISSING_OWNER_LINK, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapsrenfrewshiregovuk | GB/GB-SCT/geo/mapsrenfrewshiregovuk.yaml | 4 issues | Fix all data quality issues for mapsrenfrewshiregovuk. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
birminghamcityobservatorydatopiancom | GB/Federal/opendata/birminghamcityobservatorydatopiancom.yaml | 4 issues | Fix all data quality issues for birminghamcityobservatorydatopiancom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
lincolnshireckanio | GB/Federal/opendata/lincolnshireckanio.yaml | 4 issues | Fix all data quality issues for lincolnshireckanio. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wwwlowcarboncontractsuk | GB/Federal/opendata/wwwlowcarboncontractsuk.yaml | 4 issues | Fix all data quality issues for wwwlowcarboncontractsuk. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
datagisunepwcmcorg | GB/Federal/geo/datagisunepwcmcorg.yaml | 4 issues | Fix all data quality issues for datagisunepwcmcorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisunepwcmcorg | GB/Federal/geo/gisunepwcmcorg.yaml | 4 issues | Fix all data quality issues for gisunepwcmcorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wwwmappingcityoflondongovuk | GB/Federal/geo/wwwmappingcityoflondongovuk.yaml | 4 issues | Fix all data quality issues for wwwmappingcityoflondongovuk. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
mapsukoglorguk | GB/Federal/geo/mapsukoglorguk.yaml | 4 issues | Fix all data quality issues for mapsukoglorguk. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
gisworldpoporg | GB/Federal/geo/gisworldpoporg.yaml | 4 issues | Fix all data quality issues for gisworldpoporg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
sheffieldcitycouncilcloudesriukcom | GB/Federal/geo/sheffieldcitycouncilcloudesriukcom.yaml | 4 issues | Fix all data quality issues for sheffieldcitycouncilcloudesriukcom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
metadataatkinsgeospatialcom | GB/GB-ENG/geo/metadataatkinsgeospatialcom.yaml | 4 issues | Fix all data quality issues for metadataatkinsgeospatialcom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapscommunitiesgovuk | GB/GB-ENG/geo/mapscommunitiesgovuk.yaml | 4 issues | Fix all data quality issues for mapscommunitiesgovuk. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
ogcworldpoporg | GB/GB-ENG/geo/ogcworldpoporg.yaml | 4 issues | Fix all data quality issues for ogcworldpoporg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisworcestershiregovuk | GB/GB-ENG/geo/gisworcestershiregovuk.yaml | 4 issues | Fix all data quality issues for gisworcestershiregovuk. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoserveroxfordarchaeologycom | GB/GB-ENG/geo/geoserveroxfordarchaeologycom.yaml | 4 issues | Fix all data quality issues for geoserveroxfordarchaeologycom. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
jpsselgisselangorgovmy | MY/MY-10/geo/jpsselgisselangorgovmy.yaml | 4 issues | Fix all data quality issues for jpsselgisselangorgovmy. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gis9nsgovmy | MY/MY-05/geo/gis9nsgovmy.yaml | 4 issues | Fix all data quality issues for gis9nsgovmy. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datasinarprojectorg | MY/Federal/opendata/datasinarprojectorg.yaml | 4 issues | Fix all data quality issues for datasinarprojectorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gis02llmgovmy | MY/Federal/geo/gis02llmgovmy.yaml | 4 issues | Fix all data quality issues for gis02llmgovmy. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gismapsjupemgovmy | MY/Federal/geo/gismapsjupemgovmy.yaml | 4 issues | Fix all data quality issues for gismapsjupemgovmy. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
pimapmbppgovmy | MY/MY-07/geo/pimapmbppgovmy.yaml | 4 issues | Fix all data quality issues for pimapmbppgovmy. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
ideneuneuquengovar | AR/AR-Q/geo/ideneuneuquengovar.yaml | 4 issues | Fix all data quality issues for ideneuneuquengovar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
rechidrneuquengovar | AR/AR-Q/geo/rechidrneuquengovar.yaml | 4 issues | Fix all data quality issues for rechidrneuquengovar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datosabiertossanjuangobar | AR/AR-J/opendata/datosabiertossanjuangobar.yaml | 4 issues | Fix all data quality issues for datosabiertossanjuangobar. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
geoservernodo2idebagbagobar | AR/AR-B/geo/geoservernodo2idebagbagobar.yaml | 4 issues | Fix all data quality issues for geoservernodo2idebagbagobar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
vportherreraunteduar | AR/Federal/geo/vportherreraunteduar.yaml | 4 issues | Fix all data quality issues for vportherreraunteduar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
riesgoigngobar | AR/Federal/geo/riesgoigngobar.yaml | 4 issues | Fix all data quality issues for riesgoigngobar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
168966213 | AR/Federal/scientific/168966213.yaml | 4 issues | Fix all data quality issues for 168966213. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
iptcenpatconicetgobar | AR/Federal/scientific/iptcenpatconicetgobar.yaml | 4 issues | Fix all data quality issues for iptcenpatconicetgobar. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
iptcepaveeduar | AR/Federal/scientific/iptcepaveeduar.yaml | 4 issues | Fix all data quality issues for iptcepaveeduar. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
arobiscenpatconicetgobar | AR/Federal/scientific/arobiscenpatconicetgobar.yaml | 4 issues | Fix all data quality issues for arobiscenpatconicetgobar. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
recgeneticosintagovar | AR/Federal/scientific/recgeneticosintagovar.yaml | 4 issues | Fix all data quality issues for recgeneticosintagovar. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
biodivirbintagovar | AR/Federal/scientific/biodivirbintagovar.yaml | 4 issues | Fix all data quality issues for biodivirbintagovar. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
idernrionegrogovar | AR/AR-R/geo/idernrionegrogovar.yaml | 4 issues | Fix all data quality issues for idernrionegrogovar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geonetworksanbenitogobar | AR/AR-R/geo/geonetworksanbenitogobar.yaml | 4 issues | Fix all data quality issues for geonetworksanbenitogobar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datosvivamoscomodorogobar | AR/AR-U/opendata/datosvivamoscomodorogobar.yaml | 4 issues | Fix all data quality issues for datosvivamoscomodorogobar. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
septucumangobar | AR/AR-T/opendata/septucumangobar.yaml | 4 issues | Fix all data quality issues for septucumangobar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
ggeosplantucumangobar | AR/AR-T/geo/ggeosplantucumangobar.yaml | 4 issues | Fix all data quality issues for ggeosplantucumangobar. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisgovmingl | GL/geo/gisgovmingl.yaml | 4 issues | Fix all data quality issues for gisgovmingl. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
portalnukissiorfiitgl | GL/geo/portalnukissiorfiitgl.yaml | 4 issues | Fix all data quality issues for portalnukissiorfiitgl. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
arcgisnoptagovau | AU/AU-NT/geo/arcgisnoptagovau.yaml | 4 issues | Fix all data quality issues for arcgisnoptagovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
nswdigitaltwinterriaio | AU/AU-NSW/geo/nswdigitaltwinterriaio.yaml | 4 issues | Fix all data quality issues for nswdigitaltwinterriaio. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
spatialindustrynswgovau | AU/AU-NSW/geo/spatialindustrynswgovau.yaml | 4 issues | Fix all data quality issues for spatialindustrynswgovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapprodenvironmentnswgovau | AU/AU-NSW/geo/mapprodenvironmentnswgovau.yaml | 4 issues | Fix all data quality issues for mapprodenvironmentnswgovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gsgeosciencenswgovau | AU/AU-NSW/geo/gsgeosciencenswgovau.yaml | 4 issues | Fix all data quality issues for gsgeosciencenswgovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
publicationsqldgovau | AU/AU-QLD/opendata/publicationsqldgovau.yaml | 4 issues | Fix all data quality issues for publicationsqldgovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gislegacysccqldgovau | AU/AU-QLD/geo/gislegacysccqldgovau.yaml | 4 issues | Fix all data quality issues for gislegacysccqldgovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
nationalmapgovau | AU/Federal/geo/nationalmapgovau.yaml | 4 issues | Fix all data quality issues for nationalmapgovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
aamgeosolutionscom | AU/Federal/geo/aamgeosolutionscom.yaml | 4 issues | Fix all data quality issues for aamgeosolutionscom. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
spatialinfrastructuregovau | AU/Federal/geo/spatialinfrastructuregovau.yaml | 4 issues | Fix all data quality issues for spatialinfrastructuregovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wwwsaxigisorg | AU/Federal/geo/wwwsaxgisorg.yaml | 4 issues | Fix all data quality issues for wwwsaxigisorg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wwwwaxiexplorerorg | AU/Federal/geo/wwwwaxiexplorerorg.yaml | 4 issues | Fix all data quality issues for wwwwaxiexplorerorg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoserver123aodnorgau | AU/Federal/geo/geoserver123aodnorgau.yaml | 4 issues | Fix all data quality issues for geoserver123aodnorgau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
mapprod1environmentnswgovau | AU/Federal/geo/mapprod1environmentnswgovau.yaml | 4 issues | Fix all data quality issues for mapprod1environmentnswgovau. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
faustizorhr | HR/HR-21/geo/faustizorhr.yaml | 4 issues | Fix all data quality issues for faustizorhr. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
opendataviroviticahr | HR/HR-10/opendata/opendataviroviticahr.yaml | 4 issues | Fix all data quality issues for opendataviroviticahr. Issues: MISSING_TAGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
inspirehakomhr | HR/HR-01/geo/inspirehakomhr.yaml | 4 issues | Fix all data quality issues for inspirehakomhr. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
nipphzinfrahr | HR/Federal/geo/nipphzinfrahr.yaml | 4 issues | Fix all data quality issues for nipphzinfrahr. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
jismsgospodarstvogovhr | HR/Federal/geo/jismsgospodarstvogovhr.yaml | 4 issues | Fix all data quality issues for jismsgospodarstvogovhr. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
mapcadastrumd | MD/geo/mapcadastrumd.yaml | 4 issues | Fix all data quality issues for mapcadastrumd. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geonetworkmfgihu | HU/Federal/geo/geonetworkmfgihu.yaml | 4 issues | Fix all data quality issues for geonetworkmfgihu. Issues: MISSING_DESCRIPTION, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
arcgisserverlechnerkozponthu | HU/Federal/geo/arcgisserverlechnerkozponthu.yaml | 4 issues | Fix all data quality issues for arcgisserverlechnerkozponthu. Issues: MISSING_DESCRIPTION, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoportaalfryslannl | NL/NL-FR/geo/geoportaalfryslannl.yaml | 4 issues | Fix all data quality issues for geoportaalfryslannl. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoservergelderlandnl | NL/NL-GE/geo/geoservergelderlandnl.yaml | 4 issues | Fix all data quality issues for geoservergelderlandnl. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoarnhemnl | NL/NL-GE/geo/geoarnhemnl.yaml | 4 issues | Fix all data quality issues for geoarnhemnl. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
atlasbrabantnl | NL/NL-NB/geo/atlasbrabantnl.yaml | 4 issues | Fix all data quality issues for atlasbrabantnl. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wmsonlyservicesgeodataoverijsselnl | NL/NL-OV/geo/wmsonlyservicesgeodataoverijsselnl.yaml | 4 issues | Fix all data quality issues for wmsonlyservicesgeodataoverijsselnl. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
alephopenstateeu | NL/Federal/opendata/alephopenstateeu.yaml | 4 issues | Fix all data quality issues for alephopenstateeu. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
ggisunigracorg | NL/Federal/geo/ggisunigracorg.yaml | 4 issues | Fix all data quality issues for ggisunigracorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoservicesprovinciegroningennl | NL/NL-GR/geo/geoservicesprovinciegroningennl.yaml | 4 issues | Fix all data quality issues for geoservicesprovinciegroningennl. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
tileskygiskz | KZ/Federal/geo/tileskygiskz.yaml | 4 issues | Fix all data quality issues for tileskygiskz. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gisportalkz | KZ/Federal/geo/gisportalkz.yaml | 4 issues | Fix all data quality issues for gisportalkz. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
stixgeologykz | KZ/Federal/geo/stixgeologykz.yaml | 4 issues | Fix all data quality issues for stixgeologykz. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
uralskmapgenplankz | KZ/KZ-27/geo/uralskmapgenplankz.yaml | 4 issues | Fix all data quality issues for uralskmapgenplankz. Issues: MISSING_DESCRIPTION, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gissofiyskavodabg | BG/Federal/geo/gissofiyskavodabg.yaml | 4 issues | Fix all data quality issues for gissofiyskavodabg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
maps2bgaddorg | BG/Federal/geo/maps2bgaddorg.yaml | 4 issues | Fix all data quality issues for maps2bgaddorg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
rinfgeocustomersmapexbg | BG/Federal/geo/rinfgeocustomersmapexbg.yaml | 4 issues | Fix all data quality issues for rinfgeocustomersmapexbg. Issues: MISSING_DESCRIPTION, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datammanalyticsorg | MM/opendata/datammanalyticsorg.yaml | 4 issues | Fix all data quality issues for datammanalyticsorg. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
dataopendevelopmentmyanmarnet | MM/Federal/geo/dataopendevelopmentmyanmarnet.yaml | 4 issues | Fix all data quality issues for dataopendevelopmentmyanmarnet. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geogisagesat | AT/Federal/geo/geogisagesat.yaml | 4 issues | Fix all data quality issues for geogisagesat. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoappsicimodorg | NP/Federal/geo/geoappsicimodorg.yaml | 4 issues | Fix all data quality issues for geoappsicimodorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
serverags1economiagobmx | MX/Federal/geo/serverags1economiagobmx.yaml | 4 issues | Fix all data quality issues for serverags1economiagobmx. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
cmgsgobmx | MX/Federal/geo/cmgsgobmx.yaml | 4 issues | Fix all data quality issues for cmgsgobmx. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
opendataduisburgde | DE/DE-NW/opendata/opendataduisburgde.yaml | 4 issues | Fix all data quality issues for opendataduisburgde. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
geodatenmetropoleruhrde | DE/DE-NW/geo/geodatenmetropoleruhrde.yaml | 4 issues | Fix all data quality issues for geodatenmetropoleruhrde. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoserver4kreisrede | DE/DE-NW/geo/geoserver4kreisrede.yaml | 4 issues | Fix all data quality issues for geoserver4kreisrede. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wwwgisnrwde | DE/DE-NW/geo/wwwgisnrwde.yaml | 4 issues | Fix all data quality issues for wwwgisnrwde. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datengeoportalruhr | DE/DE-NW/geo/datengeoportalruhr.yaml | 4 issues | Fix all data quality issues for datengeoportalruhr. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
weinlagenlwkrlpde | DE/DE-RP/geo/weinlagenlwkrlpde.yaml | 4 issues | Fix all data quality issues for weinlagenlwkrlpde. Issues: MISSING_DESCRIPTION, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
opendataheilbronnde | DE/DE-BW/opendata/opendataheilbronnde.yaml | 4 issues | Fix all data quality issues for opendataheilbronnde. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
gis5stuttgartde | DE/DE-BW/geo/gis5stuttgartde.yaml | 4 issues | Fix all data quality issues for gis5stuttgartde. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
metalgrbbwde | DE/DE-BW/geo/metalgrbbwde.yaml | 4 issues | Fix all data quality issues for metalgrbbwde. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
servicesgiskonstanzdigital | DE/DE-BW/geo/servicesgiskonstanzdigital.yaml | 4 issues | Fix all data quality issues for servicesgiskonstanzdigital. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
webgisregionstuttgartorg | DE/DE-BW/geo/webgisregionstuttgartorg.yaml | 4 issues | Fix all data quality issues for webgisregionstuttgartorg. Issues: MISSING_LANGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
datenportalwetscapesde | DE/DE-NI/opendata/datenportalwetscapesde.yaml | 4 issues | Fix all data quality issues for datenportalwetscapesde. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
mdiniedersachsende | DE/DE-NI/geo/mdiniedersachsende.yaml | 4 issues | Fix all data quality issues for mdiniedersachsende. Issues: MISSING_TAGS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
nibislbegde | DE/DE-NI/geo/nibislbegde.yaml | 4 issues | Fix all data quality issues for nibislbegde. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoportaleberswaldede | DE/DE-BB/geo/geoportaleberswaldede.yaml | 4 issues | Fix all data quality issues for geoportaleberswaldede. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
opendatakaawde | DE/Federal/opendata/opendatakaawde.yaml | 4 issues | Fix all data quality issues for opendatakaawde. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
portalfdzbodiwberlinde | DE/Federal/opendata/portalfdzbodiwberlinde.yaml | 4 issues | Fix all data quality issues for portalfdzbodiwberlinde. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
opendatavagde | DE/Federal/opendata/opendatavagde.yaml | 4 issues | Fix all data quality issues for opendatavagde. Issues: MISSING_TOPICS, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
wwwkarto365de | DE/Federal/geo/wwwkarto365de.yaml | 4 issues | Fix all data quality issues for wwwkarto365de. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
gdigeonetworkprodseblede | DE/Federal/geo/gdigeonetworkprodseblede.yaml | 4 issues | Fix all data quality issues for gdigeonetworkprodseblede. Issues: MISSING_OWNER_LINK, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
geoportalbirkenwerderde | DE/Federal/geo/geoportalbirkenwerderde.yaml | 4 issues | Fix all data quality issues for geoportalbirkenwerderde. Issues: MISSING_DESCRIPTION, MISSING_IDENTIFIERS, MISSING_LICENSE, and 1 more
gis02soestde | DE/Federal/geo/gis02soestde.yaml | 4 issues | Fix all data quality issues for gis02soestde. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
geoserverdigitalemrnde | DE/Federal/geo/geoserverdigitalemrnde.yaml | 4 issues | Fix all data quality issues for geoserverdigitalemrnde. Issues: MISSING_IDENTIFIERS, MISSING_LICENSE, API_STATUS_MISMATCH, and 1 more
